"Entry_RSI","Armed_RSI","Stop_Loss","Sell_Pct","Avg_Final_Equity","Median_Final_Equity","Win_Rate","Min_Final_Equity"
15,60,0.01,0.75,114836.266745945,103219.070053102,50,50494.8257631549
10,65,0.1,0.75,114800.295181806,123507.492809097,50,45572.8389596236
10,65,0.08,0.75,114800.149729166,123507.299630143,50,45572.3526016912
10,65,0.09,0.75,114800.098641707,123507.110498764,50,45572.4243396959
25,30,0.09,0.25,114760.031213375,106868.472176059,50,53236.3410603142
15,60,0.02,0.5,114757.338453832,89038.6661288975,50,37262.1045443129
40,40,0.1,0.75,114653.927582973,92548.0956964653,33.3333333333333,59288.2131789235
15,50,0.09,0.25,114652.357815895,83186.14634294,33.3333333333333,27852.6656358809
20,50,0.06,1,114635.568344236,81072.4847845232,33.3333333333333,32853.8300897741
25,60,0.08,0.25,114575.987255018,92015.0987484004,50,40446.7375113586
40,70,0.01,0.5,114545.088953299,110428.748845873,83.3333333333333,85950.0236039129
15,50,0.04,0.75,114516.619198933,71322.6231292351,16.6666666666667,18697.3882333434
25,40,0.06,0.25,114503.461675217,115663.978329405,66.6666666666667,63655.3296052054
25,35,0.1,1,114444.236119878,93697.0208456993,33.3333333333333,85656.0759361982
25,30,0.02,0.25,114334.195519377,107762.443122805,66.6666666666667,44903.3911275279
40,60,0.05,0.75,114273.566161712,109971.733607784,50,84512.7872716188
35,50,0.03,0.5,114217.269397563,92241.0238277128,33.3333333333333,70012.1624259654
10,45,0.09,0.25,114178.324527578,119491.200822014,66.6666666666667,67724.1333794773
30,30,0.04,0.75,114046.442949947,107455.716795504,66.6666666666667,85638.9282156646
25,30,0.01,0.75,113954.471531594,110286.444254942,50,65603.3043909556
25,45,0.03,1,113946.287567574,115590.547159895,50,44430.846596998
10,50,0.07,1,113837.921279531,89943.4725589895,50,58343.5372909117
25,30,0.02,0.5,113777.811268689,109055.541930433,66.6666666666667,43421.0360054826
30,45,0.08,0.25,113757.555951201,99095.413684696,33.3333333333333,90433.8135031057
10,35,0.06,1,113753.720709246,114807.334777509,50,48841.3528218269
15,60,0.02,0.75,113718.495386723,78076.8691042089,33.3333333333333,50924.4079850492
25,40,0.06,0.75,113698.959050128,113212.806741388,50,59787.0573277593
40,70,0.02,0.75,113647.391087331,106263.48035871,100,100039.409844705
35,60,0.04,0.5,113636.463273064,109545.397256714,83.3333333333333,80588.2493926311
20,30,0.03,0.5,113636.279865047,88956.291693123,50,34963.2704196
25,50,0.05,1,113630.811927454,95246.464369604,33.3333333333333,71396.6345657527
40,70,0.05,0.5,113615.06328875,102748.20180975,66.6666666666667,95967.7247972566
35,40,0.06,0.5,113586.036832008,119029.35473279,66.6666666666667,68111.8979623845
20,50,0.07,1,113567.651861365,89750.2037138763,33.3333333333333,31491.4930932808
30,30,0.05,1,113503.88495437,105152.531285045,50,43829.7111498415
25,30,0.02,0.75,113447.111628647,104094.934801538,50,39226.1150746071
35,50,0.1,0.25,113433.161198169,89369.1883429779,50,39229.7600449622
30,40,0.07,0.75,113333.269337436,118214.039495638,83.3333333333333,62550.154949548
25,60,0.09,0.25,113301.291257676,90835.2680865623,50,40159.9897765872
35,50,0.04,0.25,113280.223780176,92836.4563794191,33.3333333333333,58168.5677252471
30,60,0.07,1,113277.718744281,86069.5898845512,33.3333333333333,53353.3883318425
20,60,0.03,0.5,113239.548151615,96819.2555000989,50,41592.3015902379
35,45,0.1,0.25,113173.126668507,84647.5664742777,33.3333333333333,47259.4309217042
10,30,0.04,1,113142.736793893,54872.0216867685,33.3333333333333,27256.0511446714
15,50,0.05,0.25,113128.443621826,57271.4309118123,33.3333333333333,26112.1550148446
30,40,0.05,0.5,113075.088283938,110731.877366945,66.6666666666667,76922.2924678266
40,60,0.05,1,113035.293443037,104338.947221956,50,77359.7595335364
15,30,0.08,1,112929.752428336,73246.6629660261,16.6666666666667,33132.2159445858
40,50,0.05,1,112840.819846341,129831.205464564,66.6666666666667,38599.1062066435
35,60,0.04,0.25,112766.245673394,108722.79412349,66.6666666666667,86360.7115574086
35,35,0.02,1,112694.283353824,105590.513753338,66.6666666666667,66275.6387824296
30,40,0.05,0.75,112519.773752617,99472.300472205,50,74533.1257032382
40,35,0.09,0.5,112503.259886464,70645.4240965137,33.3333333333333,52802.8960524688
10,65,0.03,0.75,112403.316638138,119175.589158109,50,43880.9937377414
30,40,0.05,1,112367.504066726,87879.2642004728,33.3333333333333,78621.9444542646
10,60,0.02,1,112298.573445229,86083.7308486581,50,35110.7505358314
20,50,0.1,0.25,112297.285308083,72483.1131289988,33.3333333333333,32496.9658783925
35,30,0.03,0.25,112254.42029522,105701.49548317,66.6666666666667,56174.2935622245
30,40,0.07,1,112245.080557458,118763.775756271,83.3333333333333,66538.9235690189
20,60,0.02,0.5,112220.12114053,108192.646888045,50,46174.9186711857
25,60,0.05,0.75,112210.417921113,100957.286224359,50,69770.38301438
10,65,0.02,0.25,112194.041498797,105792.782954443,50,72100.031297178
40,70,0.03,0.75,112191.206468286,103924.494456924,66.6666666666667,97854.6613671175
25,35,0.1,0.5,112008.740973496,109965.780344502,66.6666666666667,83970.3309845352
30,30,0.05,0.75,111963.753680035,103471.729308365,50,40618.2081040343
35,70,0.02,0.25,111919.49363109,103796.084259996,100,101301.028666677
25,35,0.07,0.75,111704.197167269,102922.36967008,50,41923.5620448291
30,40,0.08,0.75,111681.875742373,107166.413633871,66.6666666666667,67757.111900624
30,50,0.04,0.75,111659.087388468,102229.48218395,66.6666666666667,78442.409446879
25,30,0.01,0.5,111607.724288016,102428.467201437,66.6666666666667,65744.6478237444
20,60,0.01,0.5,111585.489257409,99638.8790175577,50,44061.7471925664
35,30,0.02,0.5,111546.872037074,98198.2531675519,50,71128.6995661682
30,70,0.01,0.25,111509.658673583,105534.202281146,83.3333333333333,98410.0148878273
30,45,0.02,0.5,111497.560791161,113767.169465868,66.6666666666667,69251.2544602358
25,50,0.02,0.75,111479.09156073,109273.832223117,50,57027.7295176345
30,45,0.08,0.75,111445.720001011,93733.1207211229,33.3333333333333,54796.6156359804
10,65,0.02,1,111168.798325127,104145.281342745,50,69307.9458008122
40,70,0.01,0.75,111018.601162695,109148.669388801,83.3333333333333,84016.8478986251
40,60,0.06,0.5,111014.99937629,108508.029062876,50,70542.351434333
10,65,0.02,0.75,110920.884179451,107209.914681535,50,77003.6545264625
35,70,0.01,0.5,110848.787037687,106390.220379049,100,101065.633532723
40,70,0.06,0.5,110824.177356104,101524.174506998,66.6666666666667,93763.1060015088
30,45,0.08,0.5,110802.39308192,103961.741023754,66.6666666666667,66785.9074199796
25,30,0.07,0.25,110793.180318026,95709.9489597321,50,51359.5032026374
10,65,0.02,0.5,110734.311850905,98312.2707350714,33.3333333333333,77659.7323055077
10,35,0.05,0.25,110708.522847936,84788.8392426439,33.3333333333333,54048.3674545598
25,35,0.07,0.25,110688.89862322,96300.5024619185,33.3333333333333,25066.7669675267
35,60,0.04,0.75,110643.372538414,109594.282567994,66.6666666666667,74544.9617086697
40,60,0.06,1,110564.611919119,99623.2015950989,50,74666.8884096026
35,60,0.03,0.75,110541.129243416,106362.617313396,50,73535.4608272112
25,30,0.01,1,110518.023283001,101734.533574495,50,62991.9997947389
30,60,0.09,0.5,110386.240930379,108555.100360704,50,51607.9079862693
40,70,0.04,0.75,110257.761644188,102732.308429282,66.6666666666667,95705.1368894496
10,40,0.1,0.75,110192.954665259,86178.7939802603,33.3333333333333,31497.9467938954
15,60,0.02,1,110188.825840451,70818.2183917665,33.3333333333333,45785.4023586798
30,60,0.06,1,110168.596690838,80572.5972947216,16.6666666666667,57317.1942778921
20,60,0.1,1,110116.170893939,89673.4471249282,33.3333333333333,63396.2059329033
35,50,0.02,0.25,110079.591633236,98216.855061276,50,54780.3487743958
35,60,0.02,0.75,110021.497074625,102595.284494161,50,75962.688426646
15,30,0.04,0.25,109960.381962226,92556.471185466,33.3333333333333,44915.9742963457
10,45,0.09,0.5,109940.326114766,102225.701571892,50,78406.9096859062
40,30,0.02,1,109906.476114402,117596.03510008,66.6666666666667,64469.1018798518
40,60,0.06,0.75,109759.380007557,104955.423488343,50,74177.0817575848
40,60,0.03,0.75,109698.951160892,110234.479024993,50,71141.406740683
25,45,0.08,0.25,109674.104455688,98016.5010051682,50,64730.081147556
10,35,0.05,0.5,109541.558916822,82145.1310380007,33.3333333333333,57230.9953430231
30,60,0.05,1,109525.931377187,86973.9223519742,33.3333333333333,66309.1612511039
15,50,0.05,0.75,109476.490485007,76506.0286774692,16.6666666666667,18754.275950113
25,35,0.07,0.5,109442.357445433,91970.2257401091,50,32447.1202650952
40,65,0.08,0.25,109430.160938849,112860.452767401,83.3333333333333,84314.1282099128
25,35,0.08,1,109426.094076747,101592.547956312,50,40519.7074459171
20,65,0.09,0.25,109420.372088403,112498.215171513,66.6666666666667,51503.0626464987
30,40,0.09,0.5,109390.754808218,114421.616215458,66.6666666666667,58172.4947832525
25,30,0.01,0.25,109298.457261241,101459.826998864,50,69137.7833336747
25,60,0.03,0.25,109286.170345986,102539.341311542,50,32457.5781263006
10,65,0.04,1,109270.217891873,118192.042414606,50,23341.8777951002
10,65,0.05,1,109270.213191873,118192.042414606,50,23341.8777951002
10,65,0.06,1,109270.208491873,118192.042414606,50,23341.8777951002
10,65,0.07,1,109270.203791873,118192.042414606,50,23341.8777951002
25,70,0.08,1,109217.066113135,113097.953718248,66.6666666666667,80226.6625056267
40,60,0.07,1,109208.198820625,102825.557947193,50,72059.4597645068
10,65,0.08,1,109055.386285861,117547.051196516,50,23341.8777951002
25,70,0.09,1,109030.130740934,112537.147601643,66.6666666666667,80226.6625056267
40,30,0.03,0.5,109004.950732425,105020.90936138,50,77963.8484802198
10,60,0.02,0.75,108982.477401789,92336.9911967277,50,38110.7649084112
35,45,0.1,0.5,108980.590069981,87433.3956683484,33.3333333333333,45998.7455618
25,50,0.02,1,108974.380729237,103756.521902199,50,58529.2458647919
35,40,0.04,1,108911.813386874,110711.859530251,66.6666666666667,59432.2703050828
25,70,0.1,1,108843.063702072,111975.946485057,66.6666666666667,80226.6625056267
35,70,0.03,0.25,108835.397404098,101801.315462552,66.6666666666667,95184.2676877901
25,60,0.07,0.5,108793.197217784,99602.3788068156,50,54011.9504209375
40,60,0.06,0.25,108745.125760704,113646.444701443,50,62096.6573932149
20,55,0.1,1,108723.922302562,76773.1451165438,33.3333333333333,28976.6665262342
25,35,0.1,0.25,108668.496844407,112886.964779208,66.6666666666667,80973.2044920212
35,40,0.05,1,108659.880236593,105819.245614275,50,79894.3942302346
30,45,0.08,1,108656.416731519,106731.456265014,50,34206.3822030831
30,50,0.01,0.75,108651.946079765,95565.668567237,33.3333333333333,70044.1235484397
25,45,0.02,0.75,108651.293709143,93190.0235910749,50,45172.981128521
30,40,0.1,1,108566.08389229,111751.034271294,66.6666666666667,58032.71171242
25,35,0.06,0.5,108544.424681284,71895.9246315585,33.3333333333333,21961.9179749369
10,30,0.08,0.75,108534.630022114,90273.5016691911,33.3333333333333,29033.4394758225
10,65,0.09,1,108533.095194459,117546.88347578,50,23341.5712715387
10,65,0.1,1,108523.100183348,117544.821851134,50,23285.7244541645
40,60,0.02,0.75,108464.99333844,100888.528984357,50,68081.8571533284
15,65,0.04,0.25,108446.48842277,112991.64515538,66.6666666666667,44700.1354343188
35,40,0.09,1,108292.249630513,103377.677975216,66.6666666666667,66966.7908529198
15,65,0.05,0.25,108240.802879809,112419.408715613,66.6666666666667,44700.1354343188
15,50,0.03,0.75,108186.275351481,69331.8953629488,33.3333333333333,19218.5483257878
40,65,0.1,0.25,108179.403600725,108518.087019342,83.3333333333333,96560.7572888661
20,30,0.05,0.5,108169.854815196,87592.1685766095,33.3333333333333,42949.9554787635
30,60,0.07,0.75,108155.103632619,107581.059135063,50,58662.7281404147
25,60,0.08,0.5,108068.955361333,100973.534822301,50,51622.429187068
25,60,0.06,0.5,108067.13217008,100024.243685464,50,49711.8346447208
15,65,0.06,0.25,108035.270345714,111849.229926446,66.6666666666667,44700.1354343188
20,60,0.09,1,108019.205203106,89672.792124331,33.3333333333333,64795.328255682
30,30,0.1,0.25,107992.168791258,71774.5517735028,33.3333333333333,31453.1381270075
10,55,0.01,1,107868.956052999,87461.9443178677,50,19372.8090008789
15,65,0.07,0.25,107829.195830142,111277.955136774,66.6666666666667,44700.1354343188
35,35,0.07,0.5,107811.175376785,106530.013617671,50,74368.039172572
10,35,0.05,1,107801.525401865,101434.683202285,50,57231.2287736125
25,45,0.07,1,107705.857560366,123749.111831112,66.6666666666667,33257.1410454512
25,50,0.01,0.75,107697.361568845,96779.7141984716,50,50275.7386619944
35,50,0.08,0.75,107596.013544137,73690.4891101369,16.6666666666667,49288.6414449084
40,70,0.05,0.75,107584.940245253,99683.0606506935,50,93574.2955611768
15,50,0.09,1,107532.268077717,89883.9419685626,50,14386.5659978128
40,50,0.03,0.25,107501.994852511,73926.1510759556,33.3333333333333,45611.1378953611
30,65,0.03,0.25,107452.952151053,105534.726150186,83.3333333333333,96340.5623401153
15,65,0.08,0.25,107452.50709697,110423.074737736,66.6666666666667,44700.1354343188
35,60,0.04,1,107412.458338318,99360.0808005202,50,68360.7743959975
35,50,0.06,0.5,107409.707652733,68814.5720044553,16.6666666666667,57078.3680231854
20,35,0.06,0.75,107348.451897753,74482.2675635373,33.3333333333333,33392.3755506611
25,70,0.01,0.25,107323.711237862,97527.4567134593,33.3333333333333,77849.7891852233
40,30,0.03,0.25,107321.463564783,107814.091019311,50,62371.5073466813
40,65,0.08,0.5,107282.199800441,110326.38724764,83.3333333333333,78276.3811518622
15,65,0.09,0.25,107247.597894217,109854.223843965,66.6666666666667,44700.1354343188
40,40,0.09,0.25,107243.536938437,102295.208396785,50,60260.2884754968
10,55,0.05,1,107215.287770041,95140.3151366875,50,24732.448896265
10,55,0.09,1,107149.047923283,66969.3991465777,33.3333333333333,23694.4040875244
35,60,0.01,0.25,107131.899088429,109228.214849326,66.6666666666667,77250.5467633685
10,45,0.08,0.25,107088.354609775,119963.817234482,66.6666666666667,34348.8531882167
15,65,0.1,0.25,107045.041545729,109290.917976143,66.6666666666667,44700.1354343188
25,30,0.02,1,107043.007412228,82577.6028241902,50,45096.2510470235
30,45,0.1,0.25,107040.673173428,81325.5229720828,33.3333333333333,57685.1162789965
40,65,0.08,1,106932.780875797,107993.07268611,66.6666666666667,74669.8860375118
35,70,0.01,0.75,106928.817950911,105470.394871237,66.6666666666667,99791.688990958
15,65,0.04,0.5,106891.475702375,107296.019101983,66.6666666666667,43712.9742444098
40,65,0.01,0.25,106876.273621515,98568.6382387891,33.3333333333333,79149.9613140929
15,30,0.04,1,106863.609208673,54872.0216867685,33.3333333333333,24941.0741045999
10,50,0.04,1,106819.572889366,104800.81404843,66.6666666666667,30095.4040835452
20,35,0.07,0.75,106794.479801001,90749.9597452001,33.3333333333333,32693.6884262884
35,60,0.07,1,106746.648670117,82217.7055117196,33.3333333333333,64702.6575169993
40,40,0.1,0.5,106740.222629877,85109.7091107731,33.3333333333333,50426.7171417743
10,65,0.01,0.25,106731.787582745,106016.339431646,66.6666666666667,72714.8284925267
25,45,0.04,1,106724.584072688,94557.6577906108,50,48352.7402870274
10,30,0.04,0.75,106706.446544904,56539.866171993,33.3333333333333,27204.1452617312
30,30,0.04,0.25,106694.882907339,90389.3688893696,50,46261.0761057406
15,35,0.05,0.5,106692.815533152,97890.9768924847,50,19065.1119439955
15,65,0.05,0.5,106673.791058333,106735.602159706,66.6666666666667,43712.9742444098
20,70,0.01,0.25,106629.558332022,103147.758784899,50,74066.0091852233
20,30,0.03,0.25,106577.328060887,81619.5163043964,33.3333333333333,31333.9543809557
25,40,0.05,0.5,106564.250030308,107168.418986009,50,50473.1140093604
40,65,0.08,0.75,106558.020271039,108827.645881171,66.6666666666667,75489.5480232572
10,70,0.08,1,106536.567732419,105056.458576098,50,80226.6625056267
10,70,0.09,1,106536.567732419,105056.458576098,50,80226.6625056267
10,70,0.1,1,106536.567732419,105056.458576098,50,80226.6625056267
40,40,0.1,1,106508.88373149,103101.758035165,50,50426.43999753
30,65,0.04,0.25,106506.881556508,104355.147342857,83.3333333333333,95349.0107881403
20,30,0.02,1,106498.088545653,65481.2697229922,33.3333333333333,31755.6126363254
15,65,0.06,0.5,106454.18879717,106171.144798374,66.6666666666667,43712.9742444098
35,60,0.02,1,106451.540923749,91960.8000447249,50,66412.6630871558
20,65,0.1,0.25,106428.582240297,111742.515729895,66.6666666666667,51503.0626464987
25,45,0.02,1,106388.233894552,95566.7049624824,50,47082.2856708384
40,40,0.07,0.25,106378.146438969,98621.1753403432,50,51053.3860385037
25,40,0.06,1,106377.494407289,105337.651554347,50,42392.6609779882
30,65,0.08,0.25,106367.200241086,106489.966418493,50,88219.0758388692
30,60,0.1,0.5,106357.176553803,98753.797659238,50,49894.8573780516
10,65,0.03,1,106317.677444277,109361.753825247,50,23287.6046881676
15,65,0.01,0.25,106280.196898983,106561.663282494,83.3333333333333,44700.1354343188
15,65,0.07,0.5,106236.209456508,105609.719781114,66.6666666666667,43712.9742444098
15,50,0.1,0.25,106198.79919104,82667.307572283,33.3333333333333,27677.1385028202
20,30,0.05,0.25,106191.469562527,84472.166346755,33.3333333333333,58944.1124363589
25,45,0.1,0.25,106136.196089032,84699.3507337299,16.6666666666667,52567.434391371
30,60,0.08,1,106104.800856967,80915.8306761134,33.3333333333333,50305.1772170306
40,30,0.02,0.5,106077.759128686,103460.99066269,50,80029.2827449804
25,60,0.1,0.5,106061.70878731,94680.3104564124,50,43623.4851744729
10,55,0.1,0.75,106022.234542934,96990.7895126461,50,19310.7848681677
25,45,0.09,0.25,105992.861700645,90170.3992391154,33.3333333333333,74343.9077528429
15,35,0.05,1,105948.371260339,101950.565126339,50,21198.973872108
15,30,0.04,0.75,105931.383054719,59254.0918088937,33.3333333333333,32843.6866544294
35,60,0.01,0.5,105930.70807876,104637.822008633,66.6666666666667,78195.936711933
40,70,0.07,0.25,105929.629377477,96989.0810053223,50,72369.037333779
15,65,0.03,0.25,105923.702459655,112082.753815989,66.6666666666667,44700.1354343188
25,45,0.02,0.5,105922.617560628,99986.6049509913,50,51913.8218313688
35,60,0.01,0.75,105857.555254149,98609.675207682,50,74836.4547818619
35,60,0.03,1,105793.244243477,92871.9221793765,50,67328.9567888689
30,70,0.01,0.5,105785.629125423,101179.814231135,50,97201.2864931959
25,40,0.04,0.5,105784.815079364,111108.577681847,50,48206.3807386112
20,55,0.1,0.75,105784.539523706,87889.0214058042,50,31717.2103689847
40,30,0.01,0.5,105779.041144972,116461.263450618,66.6666666666667,59659.3175303835
25,60,0.09,0.5,105767.961729994,98399.295270775,50,47761.0756765321
15,65,0.08,0.5,105766.975962193,104601.564168637,66.6666666666667,43712.9742444098
30,40,0.1,0.5,105696.268344631,111362.647214256,66.6666666666667,45994.3367725099
15,50,0.05,0.5,105624.708800076,59786.7763759695,33.3333333333333,21776.3216550821
35,30,0.03,0.5,105592.784273105,106304.231553322,66.6666666666667,57900.4188677233
15,65,0.09,0.5,105550.711181937,104045.998648088,66.6666666666667,43712.9742444098
40,45,0.1,0.75,105508.828054337,102795.99828308,50,33776.2311193073
40,65,0.01,0.5,105477.605255874,95974.8731353648,33.3333333333333,78082.7804906893
25,40,0.04,0.25,105422.227563331,115187.840342372,83.3333333333333,42537.7281498039
30,60,0.06,0.75,105411.565862394,94182.4357691259,50,60433.8662645778
35,65,0.05,0.25,105382.999785857,105532.759629739,83.3333333333333,84611.0356267524
35,40,0.02,0.25,105379.37679011,90505.6782484352,33.3333333333333,28123.7360265958
35,35,0.02,0.5,105367.964026907,109952.856342462,66.6666666666667,71168.5034055482
40,65,0.01,1,105351.637769573,94340.9513525814,33.3333333333333,73910.2010155916
30,55,0.1,1,105345.363646607,63550.1627698868,33.3333333333333,33635.1267425656
15,65,0.1,0.5,105333.89933746,103487.175493911,66.6666666666667,43712.9742444098
25,45,0.08,0.5,105327.499016997,93797.9773372487,33.3333333333333,68460.9303161592
10,50,0.05,1,105270.880699644,104273.968792582,66.6666666666667,29653.2342718482
35,70,0.02,0.5,105136.254123563,100881.117857768,66.6666666666667,93035.6260990619
20,35,0.06,0.5,105135.860907974,65369.9269980652,33.3333333333333,34628.5987062573
40,60,0.07,0.5,105119.009259206,101294.222126052,50,73632.6543069822
15,50,0.08,1,105096.888503961,89883.9866223621,50,14573.07272156
40,65,0.01,0.75,105077.66596624,94353.0204255761,33.3333333333333,75979.629949888
30,60,0.02,0.5,105068.455449262,107042.060396124,66.6666666666667,80269.9448177039
10,40,0.1,1,105055.587549758,96219.2452386618,50,30473.6262943745
40,70,0.06,0.75,105034.495595189,98527.7928435566,50,91472.1050818268
40,30,0.02,0.25,105033.318397856,104933.400607515,50,72875.7038330674
35,65,0.09,0.25,105012.364117424,102334.081960596,50,93712.5573558554
15,65,0.03,0.5,105003.013993728,104836.629903651,66.6666666666667,43712.9742444098
35,65,0.07,0.25,104933.868098458,103565.928900817,66.6666666666667,89599.1331018853
35,65,0.08,0.25,104912.183573563,101774.109412454,66.6666666666667,96560.7572888661
35,60,0.05,0.5,104890.16715795,97429.0074913391,50,76369.5353749811
35,35,0.02,0.75,104882.646152901,106870.449748256,66.6666666666667,68612.4735664891
25,40,0.02,0.25,104870.297234123,102611.555618005,50,52114.2190314186
30,40,0.09,0.75,104784.589302944,103409.94973213,66.6666666666667,53750.808573916
15,55,0.1,1,104762.602666765,70837.5611181438,33.3333333333333,24409.225705719
25,60,0.04,0.25,104754.469040865,96470.7300086029,50,25554.7479113886
35,65,0.1,0.25,104692.133217783,101150.775447385,50,95183.6637829745
35,45,0.05,1,104683.846942662,99505.0172890305,50,51717.8524046062
25,70,0.08,0.75,104678.92850649,112368.895529047,66.6666666666667,72385.5942636791
35,60,0.08,1,104677.661900526,86729.9645282042,33.3333333333333,60343.6411538315
15,50,0.1,1,104593.770792526,85806.6913258433,33.3333333333333,13814.8747825146
30,60,0.02,1,104561.306434193,91402.7501152492,33.3333333333333,70046.1813059711
30,70,0.07,0.25,104554.406107992,99261.4497454626,50,70525.5355728766
20,70,0.01,0.5,104523.273128053,108035.05009169,50,72593.4055926115
25,60,0.03,0.5,104509.015385179,105247.983567619,50,34523.3750763359
10,55,0.04,1,104501.284099223,96021.6684944448,50,24986.9645608568
10,35,0.03,1,104490.316869384,107538.918517365,66.6666666666667,61376.0779627335
40,60,0.07,0.75,104457.622549309,104451.499436024,50,78328.8638784695
30,60,0.08,0.75,104425.002221208,102534.538217168,50,55610.6120529407
25,70,0.09,0.75,104381.011697467,111762.644471282,66.6666666666667,72096.0692577663
10,45,0.07,0.25,104360.807692219,118283.499254367,66.6666666666667,34617.5843840092
35,50,0.07,0.75,104347.370084448,77454.9767649221,16.6666666666667,61295.9776595438
20,30,0.08,0.75,104338.921454259,55292.9247751767,33.3333333333333,16760.3431265831
10,40,0.08,0.75,104336.000883209,100498.962721342,50,33473.5797396415
40,65,0.02,1,104272.069914832,99357.6641385519,50,78662.2700685882
25,45,0.09,0.5,104259.308030306,85064.9404381211,33.3333333333333,76946.7731546354
30,65,0.09,0.25,104255.502256354,104595.692977406,50,84563.0946363375
30,45,0.06,1,104249.405131011,98710.959253503,50,49829.0594646263
10,55,0.06,1,104246.268621918,86660.6560178015,33.3333333333333,24473.4547472668
35,70,0.08,0.25,104223.865604908,96482.4869291779,33.3333333333333,72370.170539231
25,35,0.06,0.25,104194.697334259,69236.3933731837,16.6666666666667,30681.2430674517
20,65,0.09,0.5,104180.421603379,108703.947241228,66.6666666666667,50369.0329250169
35,35,0.02,0.25,104178.215256363,106500.472643443,66.6666666666667,58395.3642563447
40,60,0.02,1,104122.911136346,99601.3569137662,50,74516.4705665088
10,55,0.07,1,104104.438047891,86660.6276178023,33.3333333333333,24214.3405981445
35,30,0.04,0.25,104099.81738748,87708.2898269855,33.3333333333333,70998.2285927986
20,70,0.07,1,104098.966516464,104475.637548879,50,72465.9726112127
30,70,0.05,0.25,104086.623745031,101040.973246714,50,65886.884302158
25,70,0.1,0.75,104074.227021117,111141.357288812,66.6666666666667,71813.1237032047
25,70,0.01,0.5,104068.994081677,98151.7181432187,50,77554.7905926114
35,70,0.07,0.25,104060.648257163,97609.6703356849,33.3333333333333,73092.3355728766
40,60,0.03,1,104029.856934787,105713.126553479,50,71957.562436409
35,60,0.05,0.25,104028.230657028,97221.5024260313,50,79887.0853547203
15,50,0.09,0.5,104009.645762419,86618.5954552712,33.3333333333333,22630.4984848791
20,70,0.08,1,103969.086312474,104475.637548879,50,71686.6913872719
40,65,0.09,0.25,103966.340708454,106322.033330345,66.6666666666667,81090.3741731239
30,60,0.03,1,103939.186002989,93934.5645099324,16.6666666666667,74821.3292319226
15,70,0.07,1,103906.635320774,104475.637548879,50,71311.9854370737
35,50,0.09,0.25,103904.582629919,100214.366847787,50,64892.6409512532
30,40,0.08,1,103896.762345881,105169.32887046,66.6666666666667,57558.6965784884
30,65,0.03,0.5,103894.023014257,102340.096278024,66.6666666666667,94220.3095216799
35,45,0.1,0.75,103889.134469731,84390.6570453717,33.3333333333333,43260.0024428552
40,65,0.02,0.25,103883.490114187,99729.2497812515,50,77094.2660903858
20,70,0.09,1,103839.223108483,104475.637548879,50,70907.5121633291
40,70,0.08,0.25,103827.841291859,95549.2410167666,50,71683.9522973868
20,65,0.1,0.5,103802.783518148,108025.823058923,66.6666666666667,50369.0329250169
15,70,0.08,1,103778.835624264,104475.637548879,50,70545.1872580147
30,70,0.08,0.25,103776.76749564,98371.4652426551,50,69844.770539231
25,70,0.08,0.5,103767.322069666,111916.389409034,50,67417.5733114988
40,30,0.02,0.75,103760.419358972,98291.6608354655,50,76594.0942362558
20,70,0.1,1,103709.359904493,104475.637548879,50,70128.3329393864
30,60,0.02,0.25,103662.758516141,108547.854429073,66.6666666666667,75834.5534899199
15,70,0.09,1,103651.052927754,104475.637548879,50,69778.4910789537
10,45,0.08,0.5,103639.556776204,102265.947166874,50,34256.8151278258
40,50,0.09,0.25,103578.743500528,91786.657793375,50,55163.4065493712
30,30,0.03,0.25,103550.929594287,72742.3182175552,16.6666666666667,31817.2814143443
15,70,0.1,1,103523.253231244,104475.637548879,50,69011.6928998947
40,65,0.02,0.75,103485.993348163,96526.1438472384,50,80067.1047542811
25,70,0.08,0.25,103441.294746692,105319.118973779,50,63921.7112933966
15,65,0.01,0.5,103420.836781361,105578.486645102,66.6666666666667,43712.9742444098
40,50,0.01,0.25,103391.814043149,65663.6015400108,33.3333333333333,18616.4934415245
25,70,0.09,0.5,103382.297269884,111235.806363766,50,66935.9882981092
25,35,0.05,0.5,103343.414613778,58376.0814541197,33.3333333333333,15495.2638636637
25,45,0.01,0.25,103312.023907223,110781.934619341,66.6666666666667,51117.6694354832
20,70,0.01,0.75,103290.401585146,107261.853686029,50,73308.8812715259
25,65,0.03,0.25,103249.70434892,97371.4195886508,33.3333333333333,90990.2147262728
30,70,0.06,0.25,103246.855781268,99952.1052170266,50,65235.0511169287
35,70,0.09,0.25,103229.875374664,95507.801216069,33.3333333333333,71154.1930079123
40,65,0.02,0.5,103219.971087284,97827.2398768635,50,81694.1166559076
15,65,0.04,0.75,103214.311288654,101946.790111077,50,42735.5464636624
10,65,0.01,0.5,103203.446902496,99493.0984307959,50,77659.7323055077
25,40,0.05,0.75,103156.146574938,91404.941667597,33.3333333333333,53761.2915912017
30,65,0.02,1,103155.963909713,99076.6739627719,50,90241.7603600025
40,70,0.06,1,103154.410517593,101110.755651731,66.6666666666667,92511.3015404537
25,40,0.05,0.25,103107.989550905,94007.4625069087,50,43179.9763159463
25,70,0.1,0.5,102991.832856423,110553.013566869,50,66457.0238330251
30,70,0.09,0.25,102991.118214464,97468.9020859717,50,69174.0330079123
