"Period","Entry_RSI","Armed_RSI","Stop_Loss","Sell_Pct","Final_Equity"
"2004 - 2009 (GFC)",20,35,0.07,0.5,77146.7467837763
"2004 - 2009 (GFC)",25,35,0.07,0.5,69664.0534045005
"2004 - 2009 (GFC)",30,35,0.07,0.5,83516.212612815
"2004 - 2009 (GFC)",35,35,0.07,0.5,93463.743891092
"2004 - 2009 (GFC)",40,35,0.07,0.5,90580.8276426471
"2004 - 2009 (GFC)",10,40,0.07,0.5,35994.1760121563
"2004 - 2009 (GFC)",15,40,0.07,0.5,51173.0073298866
"2004 - 2009 (GFC)",20,40,0.07,0.5,76933.6543992517
"2004 - 2009 (GFC)",25,40,0.07,0.5,128116.274507574
"2004 - 2009 (GFC)",30,40,0.07,0.5,144726.640984144
"2004 - 2009 (GFC)",35,40,0.07,0.5,95576.2036008427
"2004 - 2009 (GFC)",40,40,0.07,0.5,109227.8545275
"2004 - 2009 (GFC)",10,45,0.07,0.5,122402.092449728
"2004 - 2009 (GFC)",15,45,0.07,0.5,63596.3072302138
"2004 - 2009 (GFC)",20,45,0.07,0.5,95353.0638893067
"2004 - 2009 (GFC)",25,45,0.07,0.5,116241.782754417
"2004 - 2009 (GFC)",30,45,0.07,0.5,100538.377705754
"2004 - 2009 (GFC)",35,45,0.07,0.5,75360.9611262823
"2004 - 2009 (GFC)",40,45,0.07,0.5,96423.7713756436
"2004 - 2009 (GFC)",10,50,0.07,0.5,130366.518719715
"2004 - 2009 (GFC)",15,50,0.07,0.5,129778.272713913
"2004 - 2009 (GFC)",20,50,0.07,0.5,213968.920157719
"2004 - 2009 (GFC)",25,50,0.07,0.5,208342.196853476
"2004 - 2009 (GFC)",30,50,0.07,0.5,230369.805139523
"2004 - 2009 (GFC)",35,50,0.07,0.5,75348.9945738638
"2004 - 2009 (GFC)",40,50,0.07,0.5,91931.8714641804
"2004 - 2009 (GFC)",10,55,0.07,0.5,24978.5103747326
"2004 - 2009 (GFC)",15,55,0.07,0.5,31671.5310870975
"2004 - 2009 (GFC)",20,55,0.07,0.5,51520.4436012259
"2004 - 2009 (GFC)",25,55,0.07,0.5,37138.7311961913
"2004 - 2009 (GFC)",30,55,0.07,0.5,45138.2658430457
"2004 - 2009 (GFC)",35,55,0.07,0.5,52899.0387844157
"2004 - 2009 (GFC)",40,55,0.07,0.5,73987.9901862416
"2004 - 2009 (GFC)",10,60,0.07,0.5,159627.144000264
"2004 - 2009 (GFC)",15,60,0.07,0.5,159627.144000264
"2004 - 2009 (GFC)",20,60,0.07,0.5,177179.495695902
"2004 - 2009 (GFC)",25,60,0.07,0.5,140892.342604521
"2004 - 2009 (GFC)",30,60,0.07,0.5,184451.670434656
"2004 - 2009 (GFC)",35,60,0.07,0.5,115380.747263221
"2004 - 2009 (GFC)",40,60,0.07,0.5,118997.996405151
"2004 - 2009 (GFC)",10,65,0.07,0.5,106634.858306468
"2004 - 2009 (GFC)",15,65,0.07,0.5,106634.858306468
"2004 - 2009 (GFC)",20,65,0.07,0.5,89922.4405299315
"2004 - 2009 (GFC)",25,65,0.07,0.5,97557.5761821651
"2004 - 2009 (GFC)",30,65,0.07,0.5,104497.370604473
"2004 - 2009 (GFC)",35,65,0.07,0.5,109587.794354309
"2004 - 2009 (GFC)",40,65,0.07,0.5,111009.991150973
"2004 - 2009 (GFC)",10,70,0.07,0.5,125817.963437498
"2004 - 2009 (GFC)",15,70,0.07,0.5,125817.963437498
"2004 - 2009 (GFC)",20,70,0.07,0.5,125817.963437498
"2004 - 2009 (GFC)",25,70,0.07,0.5,88425.4709803253
"2004 - 2009 (GFC)",30,70,0.07,0.5,91300.5404620507
"2004 - 2009 (GFC)",35,70,0.07,0.5,94950.9347779441
"2004 - 2009 (GFC)",40,70,0.07,0.5,90157.3041394886
"2004 - 2009 (GFC)",10,30,0.08,0.5,248578.218864561
"2004 - 2009 (GFC)",15,30,0.08,0.5,249588.278819586
"2004 - 2009 (GFC)",20,30,0.08,0.5,249592.180644308
"2004 - 2009 (GFC)",25,30,0.08,0.5,221422.721350614
"2004 - 2009 (GFC)",30,30,0.08,0.5,130771.348901255
"2004 - 2009 (GFC)",35,30,0.08,0.5,137567.464411493
"2004 - 2009 (GFC)",40,30,0.08,0.5,234096.164876502
"2004 - 2009 (GFC)",10,35,0.08,0.5,130089.264930103
"2004 - 2009 (GFC)",15,35,0.08,0.5,130078.764204071
"2004 - 2009 (GFC)",20,35,0.08,0.5,76289.1354489208
"2004 - 2009 (GFC)",25,35,0.08,0.5,67457.392977469
"2004 - 2009 (GFC)",30,35,0.08,0.5,102384.542540023
"2004 - 2009 (GFC)",35,35,0.08,0.5,93691.7820706991
"2004 - 2009 (GFC)",40,35,0.08,0.5,130383.302997513
"2004 - 2009 (GFC)",10,40,0.08,0.5,35992.4059272033
"2004 - 2009 (GFC)",15,40,0.08,0.5,47269.4291388017
"2004 - 2009 (GFC)",20,40,0.08,0.5,65593.0241131574
"2004 - 2009 (GFC)",25,40,0.08,0.5,120600.08592901
"2004 - 2009 (GFC)",30,40,0.08,0.5,133828.290380316
"2004 - 2009 (GFC)",35,40,0.08,0.5,97035.9470639432
"2004 - 2009 (GFC)",40,40,0.08,0.5,177247.250793379
"2004 - 2009 (GFC)",10,45,0.08,0.5,122402.092449728
"2004 - 2009 (GFC)",15,45,0.08,0.5,62826.4904027497
"2004 - 2009 (GFC)",20,45,0.08,0.5,94120.3400880545
"2004 - 2009 (GFC)",25,45,0.08,0.5,113953.762850575
"2004 - 2009 (GFC)",30,45,0.08,0.5,101760.097712114
"2004 - 2009 (GFC)",35,45,0.08,0.5,70305.6954405302
"2004 - 2009 (GFC)",40,45,0.08,0.5,95497.5100183809
"2004 - 2009 (GFC)",10,50,0.08,0.5,130620.899343661
"2004 - 2009 (GFC)",15,50,0.08,0.5,131361.153143005
"2004 - 2009 (GFC)",20,50,0.08,0.5,198334.960128281
"2004 - 2009 (GFC)",25,50,0.08,0.5,290107.482410452
"2004 - 2009 (GFC)",30,50,0.08,0.5,218774.947647483
"2004 - 2009 (GFC)",35,50,0.08,0.5,65889.8773612976
"2004 - 2009 (GFC)",40,50,0.08,0.5,89887.6710187459
"2004 - 2009 (GFC)",10,55,0.08,0.5,24709.6921745431
"2004 - 2009 (GFC)",15,55,0.08,0.5,25735.7741262376
"2004 - 2009 (GFC)",20,55,0.08,0.5,51522.5657947492
"2004 - 2009 (GFC)",25,55,0.08,0.5,35752.281323913
"2004 - 2009 (GFC)",30,55,0.08,0.5,42721.6009673578
"2004 - 2009 (GFC)",35,55,0.08,0.5,51553.1074130788
"2004 - 2009 (GFC)",40,55,0.08,0.5,69146.3228988957
"2004 - 2009 (GFC)",10,60,0.08,0.5,159627.144000264
"2004 - 2009 (GFC)",15,60,0.08,0.5,159627.144000264
"2004 - 2009 (GFC)",20,60,0.08,0.5,176161.184782381
"2004 - 2009 (GFC)",25,60,0.08,0.5,137466.697328851
"2004 - 2009 (GFC)",30,60,0.08,0.5,181142.508382258
"2004 - 2009 (GFC)",35,60,0.08,0.5,102593.455841715
"2004 - 2009 (GFC)",40,60,0.08,0.5,119585.081481641
"2004 - 2009 (GFC)",10,65,0.08,0.5,106634.858306468
"2004 - 2009 (GFC)",15,65,0.08,0.5,106634.858306468
"2004 - 2009 (GFC)",20,65,0.08,0.5,106746.65394052
"2004 - 2009 (GFC)",25,65,0.08,0.5,97037.1613671201
"2004 - 2009 (GFC)",30,65,0.08,0.5,103601.222777261
"2004 - 2009 (GFC)",35,65,0.08,0.5,108228.706214116
"2004 - 2009 (GFC)",40,65,0.08,0.5,109031.111527654
"2004 - 2009 (GFC)",10,70,0.08,0.5,125817.963437498
"2004 - 2009 (GFC)",15,70,0.08,0.5,125817.963437498
"2004 - 2009 (GFC)",20,70,0.08,0.5,125817.963437498
"2004 - 2009 (GFC)",25,70,0.08,0.5,125817.963437498
"2004 - 2009 (GFC)",30,70,0.08,0.5,90326.5233818314
"2004 - 2009 (GFC)",35,70,0.08,0.5,93919.0596271408
"2004 - 2009 (GFC)",40,70,0.08,0.5,89176.4755202532
"2004 - 2009 (GFC)",10,30,0.09,0.5,224500.58155192
"2004 - 2009 (GFC)",15,30,0.09,0.5,225146.537851454
"2004 - 2009 (GFC)",20,30,0.09,0.5,200805.31900664
"2004 - 2009 (GFC)",25,30,0.09,0.5,216064.971888096
"2004 - 2009 (GFC)",30,30,0.09,0.5,167821.898083534
"2004 - 2009 (GFC)",35,30,0.09,0.5,292901.764972581
"2004 - 2009 (GFC)",40,30,0.09,0.5,187864.063174459
"2004 - 2009 (GFC)",10,35,0.09,0.5,201144.010835865
"2004 - 2009 (GFC)",15,35,0.09,0.5,201144.010835865
"2004 - 2009 (GFC)",20,35,0.09,0.5,201144.010835865
"2004 - 2009 (GFC)",25,35,0.09,0.5,103529.147228754
"2004 - 2009 (GFC)",30,35,0.09,0.5,107345.899214058
"2004 - 2009 (GFC)",35,35,0.09,0.5,264195.668858963
"2004 - 2009 (GFC)",40,35,0.09,0.5,255706.63509983
"2004 - 2009 (GFC)",10,40,0.09,0.5,35992.8466062003
"2004 - 2009 (GFC)",15,40,0.09,0.5,90070.653437897
"2004 - 2009 (GFC)",20,40,0.09,0.5,81595.7430617636
"2004 - 2009 (GFC)",25,40,0.09,0.5,120463.5357987
"2004 - 2009 (GFC)",30,40,0.09,0.5,123406.626058805
"2004 - 2009 (GFC)",35,40,0.09,0.5,113662.745497929
"2004 - 2009 (GFC)",40,40,0.09,0.5,168675.340170835
"2004 - 2009 (GFC)",10,45,0.09,0.5,122402.092449728
"2004 - 2009 (GFC)",15,45,0.09,0.5,62096.5503917002
"2004 - 2009 (GFC)",20,45,0.09,0.5,54094.6558533728
"2004 - 2009 (GFC)",25,45,0.09,0.5,109547.882552162
"2004 - 2009 (GFC)",30,45,0.09,0.5,100422.43183431
"2004 - 2009 (GFC)",35,45,0.09,0.5,81292.1374793577
"2004 - 2009 (GFC)",40,45,0.09,0.5,76515.2030395728
"2004 - 2009 (GFC)",10,50,0.09,0.5,130416.111076164
"2004 - 2009 (GFC)",15,50,0.09,0.5,131148.185761013
"2004 - 2009 (GFC)",20,50,0.09,0.5,190854.023501419
"2004 - 2009 (GFC)",25,50,0.09,0.5,284042.545021622
"2004 - 2009 (GFC)",30,50,0.09,0.5,209566.819310603
"2004 - 2009 (GFC)",35,50,0.09,0.5,75257.4117142379
"2004 - 2009 (GFC)",40,50,0.09,0.5,86186.791592052
"2004 - 2009 (GFC)",10,55,0.09,0.5,24437.9863116577
"2004 - 2009 (GFC)",15,55,0.09,0.5,25452.2285011709
"2004 - 2009 (GFC)",20,55,0.09,0.5,39191.3544878629
"2004 - 2009 (GFC)",25,55,0.09,0.5,36027.8205616248
"2004 - 2009 (GFC)",30,55,0.09,0.5,41281.9441801709
"2004 - 2009 (GFC)",35,55,0.09,0.5,53450.2856519812
"2004 - 2009 (GFC)",40,55,0.09,0.5,49792.1724874264
"2004 - 2009 (GFC)",10,60,0.09,0.5,159627.144000264
"2004 - 2009 (GFC)",15,60,0.09,0.5,159627.144000264
"2004 - 2009 (GFC)",20,60,0.09,0.5,168996.545624447
"2004 - 2009 (GFC)",25,60,0.09,0.5,141239.569784169
"2004 - 2009 (GFC)",30,60,0.09,0.5,173388.797911378
"2004 - 2009 (GFC)",35,60,0.09,0.5,115730.433288558
"2004 - 2009 (GFC)",40,60,0.09,0.5,129746.774826584
"2004 - 2009 (GFC)",10,65,0.09,0.5,106635.253151375
"2004 - 2009 (GFC)",15,65,0.09,0.5,106635.253151375
"2004 - 2009 (GFC)",20,65,0.09,0.5,102724.692138338
"2004 - 2009 (GFC)",25,65,0.09,0.5,96797.2678862131
"2004 - 2009 (GFC)",30,65,0.09,0.5,101595.736170027
"2004 - 2009 (GFC)",35,65,0.09,0.5,104615.187248266
"2004 - 2009 (GFC)",40,65,0.09,0.5,102407.952379926
"2004 - 2009 (GFC)",10,70,0.09,0.5,125817.963437498
"2004 - 2009 (GFC)",15,70,0.09,0.5,125817.963437498
"2004 - 2009 (GFC)",20,70,0.09,0.5,125817.963437498
"2004 - 2009 (GFC)",25,70,0.09,0.5,125817.963437498
"2004 - 2009 (GFC)",30,70,0.09,0.5,89333.6684516674
"2004 - 2009 (GFC)",35,70,0.09,0.5,92906.4766263881
"2004 - 2009 (GFC)",40,70,0.09,0.5,88214.9390510684
"2004 - 2009 (GFC)",10,30,0.1,0.5,116084.7397501
"2004 - 2009 (GFC)",15,30,0.1,0.5,120972.181465465
"2004 - 2009 (GFC)",20,30,0.1,0.5,219928.534653407
"2004 - 2009 (GFC)",25,30,0.1,0.5,276608.46204533
"2004 - 2009 (GFC)",30,30,0.1,0.5,227166.781313664
"2004 - 2009 (GFC)",35,30,0.1,0.5,273440.404032632
"2004 - 2009 (GFC)",40,30,0.1,0.5,231137.802307526
"2004 - 2009 (GFC)",10,35,0.1,0.5,214352.456749876
"2004 - 2009 (GFC)",15,35,0.1,0.5,214352.456749876
"2004 - 2009 (GFC)",20,35,0.1,0.5,214352.456749876
"2004 - 2009 (GFC)",25,35,0.1,0.5,113378.128534849
"2004 - 2009 (GFC)",30,35,0.1,0.5,85361.9505452871
"2004 - 2009 (GFC)",35,35,0.1,0.5,297183.497454441
"2004 - 2009 (GFC)",40,35,0.1,0.5,234933.497657471
"2004 - 2009 (GFC)",10,40,0.1,0.5,32586.0078712404
"2004 - 2009 (GFC)",15,40,0.1,0.5,79320.2430029595
"2004 - 2009 (GFC)",20,40,0.1,0.5,71298.9093421376
"2004 - 2009 (GFC)",25,40,0.1,0.5,76156.3726435745
"2004 - 2009 (GFC)",30,40,0.1,0.5,100191.01947309
"2004 - 2009 (GFC)",35,40,0.1,0.5,84866.3834618497
"2004 - 2009 (GFC)",40,40,0.1,0.5,179872.537433811
"2004 - 2009 (GFC)",10,45,0.1,0.5,122402.539998649
"2004 - 2009 (GFC)",15,45,0.1,0.5,61366.32307711
"2004 - 2009 (GFC)",20,45,0.1,0.5,52396.1868937027
"2004 - 2009 (GFC)",25,45,0.1,0.5,87360.1169089878
"2004 - 2009 (GFC)",30,45,0.1,0.5,93883.9955336421
"2004 - 2009 (GFC)",35,45,0.1,0.5,81363.3549791181
"2004 - 2009 (GFC)",40,45,0.1,0.5,64320.5387730611
"2004 - 2009 (GFC)",10,50,0.1,0.5,124052.599908454
"2004 - 2009 (GFC)",15,50,0.1,0.5,125547.943326346
"2004 - 2009 (GFC)",20,50,0.1,0.5,190467.153781869
"2004 - 2009 (GFC)",25,50,0.1,0.5,269189.301355455
"2004 - 2009 (GFC)",30,50,0.1,0.5,278529.485605657
"2004 - 2009 (GFC)",35,50,0.1,0.5,105633.383008102
"2004 - 2009 (GFC)",40,50,0.1,0.5,124971.816222237
"2004 - 2009 (GFC)",10,55,0.1,0.5,24169.3169011915
"2004 - 2009 (GFC)",15,55,0.1,0.5,25172.4126549303
"2004 - 2009 (GFC)",20,55,0.1,0.5,38191.7452715966
"2004 - 2009 (GFC)",25,55,0.1,0.5,35582.8625337571
"2004 - 2009 (GFC)",30,55,0.1,0.5,39296.9143698322
"2004 - 2009 (GFC)",35,55,0.1,0.5,50827.4596085381
"2004 - 2009 (GFC)",40,55,0.1,0.5,47411.3101706263
"2004 - 2009 (GFC)",10,60,0.1,0.5,159627.144000264
"2004 - 2009 (GFC)",15,60,0.1,0.5,159627.144000264
"2004 - 2009 (GFC)",20,60,0.1,0.5,168760.243254507
"2004 - 2009 (GFC)",25,60,0.1,0.5,152943.297661456
"2004 - 2009 (GFC)",30,60,0.1,0.5,185021.799900745
"2004 - 2009 (GFC)",35,60,0.1,0.5,138584.097623492
"2004 - 2009 (GFC)",40,60,0.1,0.5,129084.506426666
"2004 - 2009 (GFC)",10,65,0.1,0.5,106636.681865216
"2004 - 2009 (GFC)",15,65,0.1,0.5,106636.681865216
"2004 - 2009 (GFC)",20,65,0.1,0.5,102635.012034483
"2004 - 2009 (GFC)",25,65,0.1,0.5,91277.1275321507
"2004 - 2009 (GFC)",30,65,0.1,0.5,93078.2167527616
"2004 - 2009 (GFC)",35,65,0.1,0.5,102846.426408689
"2004 - 2009 (GFC)",40,65,0.1,0.5,101054.609274492
"2004 - 2009 (GFC)",10,70,0.1,0.5,125817.963437498
"2004 - 2009 (GFC)",15,70,0.1,0.5,125817.963437498
"2004 - 2009 (GFC)",20,70,0.1,0.5,125817.963437498
"2004 - 2009 (GFC)",25,70,0.1,0.5,125817.963437498
"2004 - 2009 (GFC)",30,70,0.1,0.5,88359.651371448
"2004 - 2009 (GFC)",35,70,0.1,0.5,91874.6014755848
"2004 - 2009 (GFC)",40,70,0.1,0.5,87030.0225566119
"2004 - 2009 (GFC)",10,30,0.01,0.75,109388.212708483
"2004 - 2009 (GFC)",15,30,0.01,0.75,109388.212708483
"2004 - 2009 (GFC)",20,30,0.01,0.75,109388.212708483
"2004 - 2009 (GFC)",25,30,0.01,0.75,168002.064405041
"2004 - 2009 (GFC)",30,30,0.01,0.75,143568.357976152
"2004 - 2009 (GFC)",35,30,0.01,0.75,175223.897016176
"2004 - 2009 (GFC)",40,30,0.01,0.75,105118.088220996
"2004 - 2009 (GFC)",10,35,0.01,0.75,43750.9229145968
"2004 - 2009 (GFC)",15,35,0.01,0.75,46988.7008392739
"2004 - 2009 (GFC)",20,35,0.01,0.75,54359.9753450024
"2004 - 2009 (GFC)",25,35,0.01,0.75,65342.0419772494
"2004 - 2009 (GFC)",30,35,0.01,0.75,69799.696913383
"2004 - 2009 (GFC)",35,35,0.01,0.75,132403.450482704
"2004 - 2009 (GFC)",40,35,0.01,0.75,51948.2543782055
"2004 - 2009 (GFC)",10,40,0.01,0.75,49760.6284942734
"2004 - 2009 (GFC)",15,40,0.01,0.75,50687.5316592312
"2004 - 2009 (GFC)",20,40,0.01,0.75,43615.6848001009
"2004 - 2009 (GFC)",25,40,0.01,0.75,63297.3757065903
"2004 - 2009 (GFC)",30,40,0.01,0.75,82802.1683597928
"2004 - 2009 (GFC)",35,40,0.01,0.75,87523.5966711456
"2004 - 2009 (GFC)",40,40,0.01,0.75,56009.6186011892
"2004 - 2009 (GFC)",10,45,0.01,0.75,37257.3331036258
"2004 - 2009 (GFC)",15,45,0.01,0.75,44054.7561613298
"2004 - 2009 (GFC)",20,45,0.01,0.75,47147.36047683
"2004 - 2009 (GFC)",25,45,0.01,0.75,45221.7173690402
"2004 - 2009 (GFC)",30,45,0.01,0.75,68785.6987102723
"2004 - 2009 (GFC)",35,45,0.01,0.75,57365.6602851736
"2004 - 2009 (GFC)",40,45,0.01,0.75,69309.0331574512
"2004 - 2009 (GFC)",10,50,0.01,0.75,32069.2445096159
"2004 - 2009 (GFC)",15,50,0.01,0.75,38845.4047073525
"2004 - 2009 (GFC)",20,50,0.01,0.75,60452.1145326298
"2004 - 2009 (GFC)",25,50,0.01,0.75,50275.7386619944
"2004 - 2009 (GFC)",30,50,0.01,0.75,70044.1235484397
"2004 - 2009 (GFC)",35,50,0.01,0.75,71796.8359442687
"2004 - 2009 (GFC)",40,50,0.01,0.75,39397.0142100131
"2004 - 2009 (GFC)",10,55,0.01,0.75,27702.8198240525
"2004 - 2009 (GFC)",15,55,0.01,0.75,54571.7138100314
"2004 - 2009 (GFC)",20,55,0.01,0.75,55025.5605498529
"2004 - 2009 (GFC)",25,55,0.01,0.75,49798.2147530222
"2004 - 2009 (GFC)",30,55,0.01,0.75,52152.5844330919
"2004 - 2009 (GFC)",35,55,0.01,0.75,78432.3053537672
"2004 - 2009 (GFC)",40,55,0.01,0.75,104116.453627602
"2004 - 2009 (GFC)",10,60,0.01,0.75,138041.163877953
"2004 - 2009 (GFC)",15,60,0.01,0.75,138041.163877953
"2004 - 2009 (GFC)",20,60,0.01,0.75,137386.797319561
"2004 - 2009 (GFC)",25,60,0.01,0.75,79744.0293114567
"2004 - 2009 (GFC)",30,60,0.01,0.75,87269.396237534
"2004 - 2009 (GFC)",35,60,0.01,0.75,106983.151902844
"2004 - 2009 (GFC)",40,60,0.01,0.75,129459.163954458
"2004 - 2009 (GFC)",10,65,0.01,0.75,87920.8290566754
"2004 - 2009 (GFC)",15,65,0.01,0.75,87920.8290566754
"2004 - 2009 (GFC)",20,65,0.01,0.75,81778.7685671151
"2004 - 2009 (GFC)",25,65,0.01,0.75,101617.269501436
"2004 - 2009 (GFC)",30,65,0.01,0.75,121757.572466237
"2004 - 2009 (GFC)",35,65,0.01,0.75,116594.21389369
"2004 - 2009 (GFC)",40,65,0.01,0.75,137289.080125211
"2004 - 2009 (GFC)",10,70,0.01,0.75,126776.625067609
"2004 - 2009 (GFC)",15,70,0.01,0.75,126776.625067609
"2004 - 2009 (GFC)",20,70,0.01,0.75,126776.625067609
"2004 - 2009 (GFC)",25,70,0.01,0.75,92946.2097312471
"2004 - 2009 (GFC)",30,70,0.01,0.75,95973.3151233205
"2004 - 2009 (GFC)",35,70,0.01,0.75,99791.688990958
"2004 - 2009 (GFC)",40,70,0.01,0.75,101403.192263365
"2004 - 2009 (GFC)",10,30,0.02,0.75,223188.142989047
"2004 - 2009 (GFC)",15,30,0.02,0.75,223188.142989047
"2004 - 2009 (GFC)",20,30,0.02,0.75,223186.938493111
"2004 - 2009 (GFC)",25,30,0.02,0.75,227704.844079654
"2004 - 2009 (GFC)",30,30,0.02,0.75,78018.1526469135
"2004 - 2009 (GFC)",35,30,0.02,0.75,76925.673568027
"2004 - 2009 (GFC)",40,30,0.02,0.75,102317.95912689
"2004 - 2009 (GFC)",10,35,0.02,0.75,109984.239999336
"2004 - 2009 (GFC)",15,35,0.02,0.75,54475.0750144243
"2004 - 2009 (GFC)",20,35,0.02,0.75,40596.2860137712
"2004 - 2009 (GFC)",25,35,0.02,0.75,85183.0841083681
"2004 - 2009 (GFC)",30,35,0.02,0.75,74186.0666822541
"2004 - 2009 (GFC)",35,35,0.02,0.75,102929.800316041
"2004 - 2009 (GFC)",40,35,0.02,0.75,51138.402417497
"2004 - 2009 (GFC)",10,40,0.02,0.75,36606.620118646
"2004 - 2009 (GFC)",15,40,0.02,0.75,44090.7756084961
"2004 - 2009 (GFC)",20,40,0.02,0.75,45918.933853054
"2004 - 2009 (GFC)",25,40,0.02,0.75,84179.3051528894
"2004 - 2009 (GFC)",30,40,0.02,0.75,118813.469400356
"2004 - 2009 (GFC)",35,40,0.02,0.75,96235.5665292453
"2004 - 2009 (GFC)",40,40,0.02,0.75,71653.2657882344
"2004 - 2009 (GFC)",10,45,0.02,0.75,110081.877155488
"2004 - 2009 (GFC)",15,45,0.02,0.75,66674.0392614514
"2004 - 2009 (GFC)",20,45,0.02,0.75,71736.7427593356
"2004 - 2009 (GFC)",25,45,0.02,0.75,45172.981128521
"2004 - 2009 (GFC)",30,45,0.02,0.75,76706.8522631985
"2004 - 2009 (GFC)",35,45,0.02,0.75,42198.7107363564
"2004 - 2009 (GFC)",40,45,0.02,0.75,76331.0857312499
"2004 - 2009 (GFC)",10,50,0.02,0.75,89768.6804422944
"2004 - 2009 (GFC)",15,50,0.02,0.75,115132.533331735
"2004 - 2009 (GFC)",20,50,0.02,0.75,212931.389340372
"2004 - 2009 (GFC)",25,50,0.02,0.75,57027.7295176345
"2004 - 2009 (GFC)",30,50,0.02,0.75,86601.474736405
"2004 - 2009 (GFC)",35,50,0.02,0.75,72023.2317690265
"2004 - 2009 (GFC)",40,50,0.02,0.75,37374.5284089552
"2004 - 2009 (GFC)",10,55,0.02,0.75,25851.8551848942
"2004 - 2009 (GFC)",15,55,0.02,0.75,52127.5105477646
"2004 - 2009 (GFC)",20,55,0.02,0.75,68262.0176545444
"2004 - 2009 (GFC)",25,55,0.02,0.75,58237.6991486082
"2004 - 2009 (GFC)",30,55,0.02,0.75,50099.2957601896
"2004 - 2009 (GFC)",35,55,0.02,0.75,69070.8214448627
"2004 - 2009 (GFC)",40,55,0.02,0.75,90675.7786045923
"2004 - 2009 (GFC)",10,60,0.02,0.75,84263.8783350035
"2004 - 2009 (GFC)",15,60,0.02,0.75,84263.8783350035
"2004 - 2009 (GFC)",20,60,0.02,0.75,89318.9105712056
"2004 - 2009 (GFC)",25,60,0.02,0.75,85756.2877786553
"2004 - 2009 (GFC)",30,60,0.02,0.75,97420.6049860409
"2004 - 2009 (GFC)",35,60,0.02,0.75,116412.941369676
"2004 - 2009 (GFC)",40,60,0.02,0.75,139924.697211763
"2004 - 2009 (GFC)",10,65,0.02,0.75,85628.3707460606
"2004 - 2009 (GFC)",15,65,0.02,0.75,85628.3707460606
"2004 - 2009 (GFC)",20,65,0.02,0.75,79501.9348144793
"2004 - 2009 (GFC)",25,65,0.02,0.75,97647.4192041594
"2004 - 2009 (GFC)",30,65,0.02,0.75,117316.323025076
"2004 - 2009 (GFC)",35,65,0.02,0.75,114115.096200745
"2004 - 2009 (GFC)",40,65,0.02,0.75,132272.641543736
"2004 - 2009 (GFC)",10,70,0.02,0.75,126776.625067609
"2004 - 2009 (GFC)",15,70,0.02,0.75,126776.625067609
"2004 - 2009 (GFC)",20,70,0.02,0.75,126776.625067609
"2004 - 2009 (GFC)",25,70,0.02,0.75,91999.9527298826
"2004 - 2009 (GFC)",30,70,0.02,0.75,94996.7567982462
"2004 - 2009 (GFC)",35,70,0.02,0.75,98777.0845167813
"2004 - 2009 (GFC)",40,70,0.02,0.75,100372.329835383
"2004 - 2009 (GFC)",10,30,0.03,0.75,287796.929247017
"2004 - 2009 (GFC)",15,30,0.03,0.75,287796.929247017
"2004 - 2009 (GFC)",20,30,0.03,0.75,287789.53910965
"2004 - 2009 (GFC)",25,30,0.03,0.75,266286.217406045
"2004 - 2009 (GFC)",30,30,0.03,0.75,33903.954475367
"2004 - 2009 (GFC)",35,30,0.03,0.75,104763.414136787
"2004 - 2009 (GFC)",40,30,0.03,0.75,122978.089233258
"2004 - 2009 (GFC)",10,35,0.03,0.75,156010.71515223
"2004 - 2009 (GFC)",15,35,0.03,0.75,84859.6677243888
"2004 - 2009 (GFC)",20,35,0.03,0.75,44641.1683525848
"2004 - 2009 (GFC)",25,35,0.03,0.75,79042.6831658768
"2004 - 2009 (GFC)",30,35,0.03,0.75,111336.549516711
"2004 - 2009 (GFC)",35,35,0.03,0.75,85306.828682962
"2004 - 2009 (GFC)",40,35,0.03,0.75,27210.1410675537
"2004 - 2009 (GFC)",10,40,0.03,0.75,66061.4147482329
"2004 - 2009 (GFC)",15,40,0.03,0.75,71168.347224682
"2004 - 2009 (GFC)",20,40,0.03,0.75,48790.062648558
"2004 - 2009 (GFC)",25,40,0.03,0.75,198547.27614569
"2004 - 2009 (GFC)",30,40,0.03,0.75,109619.295742105
"2004 - 2009 (GFC)",35,40,0.03,0.75,95182.4377953404
"2004 - 2009 (GFC)",40,40,0.03,0.75,57944.2657222657
"2004 - 2009 (GFC)",10,45,0.03,0.75,125603.447208033
"2004 - 2009 (GFC)",15,45,0.03,0.75,75930.505046072
"2004 - 2009 (GFC)",20,45,0.03,0.75,105016.646844904
"2004 - 2009 (GFC)",25,45,0.03,0.75,62206.3479341429
"2004 - 2009 (GFC)",30,45,0.03,0.75,97996.0424368864
"2004 - 2009 (GFC)",35,45,0.03,0.75,43276.6045044005
"2004 - 2009 (GFC)",40,45,0.03,0.75,70638.0030698961
"2004 - 2009 (GFC)",10,50,0.03,0.75,101391.083804002
"2004 - 2009 (GFC)",15,50,0.03,0.75,114634.212785134
"2004 - 2009 (GFC)",20,50,0.03,0.75,237159.86394538
"2004 - 2009 (GFC)",25,50,0.03,0.75,155423.454668952
"2004 - 2009 (GFC)",30,50,0.03,0.75,93625.0819718611
"2004 - 2009 (GFC)",35,50,0.03,0.75,73903.6886020714
"2004 - 2009 (GFC)",40,50,0.03,0.75,51863.1325134223
"2004 - 2009 (GFC)",10,55,0.03,0.75,25588.8274040538
